sample_id	subpopulation	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
S_02354	aus	0.08039	0.211823	0.017667	-0.030212	0.038357	-0.026674	-0.011577	-0.023767	-0.019186	0.003071
S_02355	aus	0.14043	0.1532	0.002782	-0.020111	-0.016099	0.004649	-0.025056	-0.020011	-0.028232	0.027315
S_02356	aus	0.177606	0.268805	0.027492	0.002787	-0.007941	0.008822	0.007304	-0.014532	0.019329	0.022895
S_02357	aus	0.134937	0.160429	0.0053	-0.027473	0.012233	-0.003372	0.013795	-0.02242	0.000961	-0.014924
S_02358	aus	0.14695	0.193028	0.030475	0.004093	-0.014793	0.002035	0.009358	0.003045	-0.028581	0.001286
S_02359	aus	0.223264	0.260265	-0.015706	0.029107	0.006235	0.004305	-0.011213	-0.042385	-0.004365	0.002433
S_02360	aus	0.194972	0.206954	-0.02954	-0.011808	-0.018717	-0.033757	0.022769	-0.014503	0.029304	-0.03387
S_02361	aus	0.162977	0.234337	-0.031597	-0.00151	-0.026654	0.032989	-0.007724	-0.005621	-0.020425	-0.009683
S_02362	aus	0.179746	0.215925	0.002015	0.042527	-0.020638	-0.000695	-0.026166	-0.029147	-0.006413	-0.01336
S_02363	aus	0.201472	0.271555	0.054525	0.035386	-0.010924	0.000353	-0.011532	-0.017531	0.014668	0.019221
S_02364	aus	0.132037	0.248074	-0.00365	0.041774	0.048715	-0.034631	-0.01049	0.000128	0.036494	0.000599
S_02365	aus	0.125689	0.132502	-0.002244	-0.003431	-0.004946	0.004033	-0.011063	0.031223	0.004356	-0.017004
S_02366	aus	0.105007	0.168496	-0.007176	0.011642	0.025472	0.032099	-0.023569	0.016978	-0.005247	-0.040777
S_02367	aus	0.142428	0.170839	0.004168	0.042586	0.02465	-0.036263	-0.023217	0.021423	0.006642	-0.011626
S_02368	aus	0.246153	0.205626	0.005196	0.00194	0.035091	0.011993	-0.006272	-0.003906	-0.009222	0.003427
S_02369	aus	0.254922	0.200297	0.014928	-0.019597	0.023498	0.006804	0.014395	-0.001599	-0.00509	-0.015344
S_02370	aus	0.106456	0.274897	-0.010178	-0.007408	-0.011404	-0.025445	0.00565	0.044989	-0.007686	-0.027269
S_02371	aus	0.135814	0.207279	0.002548	-0.019852	-0.02805	-0.006046	-0.036394	-0.002714	0.006906	0.008383
S_02372	aus	0.117331	0.158581	-0.033489	0.046838	0.001177	-0.016956	-0.029897	0.007904	-0.000895	0.022118
S_02373	aus	0.19203	0.198942	-0.001572	-0.007664	0.033096	-0.06184	0.018045	0.004193	-0.013174	-0.004142
S_02374	aus	0.158031	0.166115	0.01378	-0.016234	0.024644	-0.011622	-0.012162	-0.01124	0.016345	0.019633
S_02375	aus	0.223619	0.192334	0.01336	0.016135	0.007872	0.072479	-0.001948	-0.018661	0.031768	0.005808
S_02376	aus	0.110567	0.225954	-0.039806	0.005299	-0.022792	-0.001303	0.007071	-0.007555	-0.035799	-0.007009
S_02377	aus	0.172557	0.294945	-0.022269	0.010064	-0.009597	-0.016182	0.024843	0.015284	0.025323	-0.024052
S_02378	aus	0.203989	0.281613	0.005545	0.010378	-0.019049	0.009689	-0.030526	-0.002832	0.030926	0.002179
S_02379	aus	0.173189	0.256527	0.017223	0.010277	0.004975	-0.011107	-0.027204	-0.008895	-0.014195	-0.028289
S_02380	aus	0.15356	0.197676	-0.006816	0.025587	0.009269	-0.024106	0.01389	0.010939	-0.016433	-0.015922
S_02381	aus	0.174037	0.229269	-0.018655	-0.014147	-0.007253	0.024177	0.009699	0.023608	0.023863	-0.006192
S_02382	aus	0.11172	0.28783	0.041497	-0.02334	-0.008758	0.033321	0.037503	0.030772	-0.017468	0.014913
S_02383	aus	0.103023	0.169977	0.010479	-0.003159	0.038447	-0.010579	0.012506	-0.013761	0.020598	0.013588
S_02384	aus	0.170678	0.208311	0.024169	-0.003518	0.039396	0.009951	-0.003837	0.004575	-0.002513	-0.01249
S_02385	aus	0.143622	0.265096	0.020438	0.044112	-0.038875	-0.015725	-0.013063	0.018079	0.013858	0.004482
S_02386	aus	0.175787	0.200499	0.003407	0.009687	-0.001351	-0.011319	-0.00485	-0.005406	-0.037967	-0.001713
S_02387	aus	0.185878	0.205825	-0.047477	-0.022934	-0.023385	0.016656	-0.036802	0.054425	0.020484	0.033217
S_02388	aus	0.127018	0.214281	0.018805	0.017453	-0.031195	0.027698	0.049145	0.004222	-0.002571	-0.003066
S_02389	aus	0.174146	0.223473	0.009198	0.017441	-0.002681	-0.010604	-0.007803	-0.024944	-0.014732	0.017036
S_02390	aus	0.168275	0.138664	0.030898	-0.001138	-0.01923	0.036803	-0.013269	-0.033749	0.001354	-0.01701
S_02391	aus	0.256109	0.161283	-0.013781	0.015149	0.003949	-0.023078	0.018624	0.006012	0.028955	-0.020156
S_02392	aus	0.128152	0.226141	0.013062	-0.005196	-0.003561	0.006449	-0.015512	0.014418	-0.023636	-0.007512
S_02393	aus	0.16987	0.16165	0.009352	-0.00947	-0.000244	-0.015785	0.005355	0.015902	-0.000777	-0.01439
S_02394	aus	0.189589	0.183057	-0.020254	-0.006166	0.011121	0.017529	-0.021332	0.000734	-0.013118	0.010627
S_02395	aus	0.1423	0.221133	0.023405	-0.028048	-0.024031	0.004153	0.023807	0.000685	-0.011581	-0.009452
S_02396	aus	0.161103	0.135834	0.003689	-0.0272	0.007406	0.036859	-0.000171	0.014953	0.020974	-0.003268
S_02397	aus	0.119783	0.175489	-0.018297	-0.004159	0.00292	-0.035238	-0.00295	0.006359	0.005088	-0.000175
S_02398	aus	0.167604	0.228562	-0.031642	0.007391	0.022103	0.001138	-0.008477	0.043894	0.001727	-0.03367
S_02399	aus	0.090912	0.170582	-0.041921	0.014548	-0.011042	0.000693	0.017122	-0.003032	-0.029895	-0.033882
S_02400	aus	0.094938	0.098752	0.025695	0.000773	0.020595	0.003738	-0.032011	0.054064	0.004317	0.003568
S_02401	aus	0.197032	0.247587	0.062499	0.001911	0.012657	0.001855	-0.015976	-0.006597	-0.023024	0.034615
S_02402	aus	0.183019	0.235146	-0.002823	0.030217	-0.006822	-0.012853	0.003812	0.022945	0.021238	-0.02618
S_02403	aus	0.18137	0.269658	-0.001447	-0.009094	0.018327	0.022798	-0.014233	-0.007377	0.013764	-0.014855
S_02404	aus	0.171223	0.242154	-0.002255	0.025222	0.010535	-0.016487	0.012104	0.027115	0.004966	0.004161
S_02405	aus	0.131842	0.221311	0.011211	0.029636	-0.009789	0.013456	0.014877	-0.004367	0.002274	-0.054824
S_02406	aus	0.176075	0.120926	-0.01865	-0.018841	-0.003632	0.007219	-0.022926	-0.03908	-0.010478	0.015624
S_02407	aus	0.153113	0.16748	-0.004829	0.001444	0.001008	-0.010755	0.015013	0.035596	-0.011525	0.006744
S_02408	aus	0.112035	0.21317	0.011	-0.00016	0.01494	0.009074	-0.050823	0.007844	-0.006534	-0.033277
S_02409	aus	0.150693	0.12469	-0.000426	0.009244	9.9e-05	-0.00483	-0.000476	0.010035	0.028839	-0.004436
S_02410	aus	0.146305	0.202577	-0.00505	-0.004829	-0.00755	-0.003612	0.00733	-0.012897	0.003648	-0.014172
S_02411	aus	0.123155	0.171431	0.029565	0.014774	0.016084	-0.006249	0.017525	0.003628	-0.019978	-0.017735
S_02412	aus	0.202114	0.260826	0.026796	-0.015988	-0.012541	0.007021	0.016118	-0.045825	0.013306	-0.004115
S_02413	aus	0.168054	0.118324	-0.025006	-0.004936	0.016566	-0.004558	-0.026135	0.038898	-0.015905	-0.024236
S_02414	aus	0.190949	0.212629	0.008144	-0.018529	-0.026417	0.029487	0.007636	0.009812	-0.001645	-0.009375
S_02415	aus	0.150355	0.246902	0.002316	-0.021465	-0.02671	0.005696	0.029304	0.012446	-0.001178	0.004275
S_02416	aus	0.144636	0.230715	0.019211	-0.014844	-0.007659	-0.027823	0.00033	0.041423	-0.030933	0.031915
S_02417	aus	0.162418	0.204122	-0.006676	-0.009584	0.022842	-0.002693	0.021071	0.019466	-0.0088	0.018492
S_02418	aus	0.143299	0.178461	-0.010429	-0.019892	0.030275	0.030854	0.03524	-0.009061	0.011693	-0.007452
S_02419	aus	0.163099	0.215916	-0.0273	0.013404	0.005747	0.00332	-0.014406	-0.00031	-0.008585	-0.007916
S_02420	aus	0.124907	0.179908	-0.00723	-0.003248	-0.006149	0.012599	-0.033638	0.008522	0.003525	0.003065
S_02421	aus	0.185947	0.237449	-0.000844	0.000267	-0.011442	-0.014461	-0.022986	-0.015591	-0.002544	-0.019162
S_02422	aus	0.162951	0.229338	-0.001192	0.002627	0.002166	-0.000161	0.00318	-0.019205	0.005237	-0.014014
S_02423	aus	0.092334	0.200113	0.025073	-0.021536	-0.006753	0.017158	0.025265	0.009148	-0.021952	-0.000414
S_02424	aus	0.126575	0.217315	0.0029	-0.015677	-0.025225	-0.019462	0.005626	0.019694	-0.011145	-0.028034
S_02425	aus	0.147179	0.213636	-0.002729	-0.010908	0.006032	-0.024245	0.00652	0.004507	0.001017	0.025235
S_02426	aus	0.16999	0.217687	0.031786	0.009991	0.012111	0.008814	-0.006523	0.006499	-0.004214	0.010546
S_02427	aus	0.195697	0.229139	-0.018133	-0.005504	0.000443	0.005043	-0.012595	-0.004108	-0.004867	-0.041018
S_02428	aromatic	-0.06897	0.122623	-0.004691	-0.02809	0.006651	0.03778	0.002016	0.025739	-0.004198	-0.007367
S_02429	aromatic	-0.009232	0.146201	0.000549	0.01956	0.033154	0.002637	-0.014294	-0.009391	-0.022857	0.002002
S_02430	aromatic	-0.040398	0.164269	0.010595	0.011197	-0.007113	-0.034098	0.043257	-0.009235	-0.020546	0.005725
S_02431	aromatic	-0.052162	0.196707	0.00977	-0.034208	-0.01811	-0.033584	-0.005416	0.01139	-0.023726	0.006287
S_02432	aromatic	-0.032528	0.170623	0.006495	-0.032834	-0.025755	-0.024869	-0.005154	0.014623	-0.017829	0.020646
S_02433	aromatic	-0.024869	0.190602	-0.019623	0.031605	-0.017784	-0.012928	-0.014686	0.000137	-0.028651	0.010082
S_02434	aromatic	-0.002195	0.203067	-0.020719	-0.000134	0.013286	0.016343	-0.017445	-0.010266	0.013457	0.015162
S_02435	aromatic	-0.008307	0.088911	-0.013087	0.005123	0.018771	0.003004	0.002404	0.008782	-0.037584	-0.010784
S_02436	aromatic	-0.077836	0.166184	0.012033	-0.000548	0.019472	0.023475	0.030419	-0.014871	-0.004713	0.019006
S_02437	aromatic	-0.020046	0.174908	-0.015177	0.012398	-0.013531	0.00049	0.00331	0.016456	-0.003284	-0.006976
S_02438	aromatic	-0.109421	0.178978	-0.00497	-0.011329	-0.009234	-0.017035	-0.004047	0.013761	-0.049076	-0.036113
S_02439	aromatic	-0.05002	0.137095	0.013802	-0.007244	0.014958	0.002583	-0.00962	0.022942	-0.024591	-0.010711
S_02440	aromatic	0.020598	0.11372	0.005297	0.024757	0.002666	-0.014261	0.024575	0.004418	-0.0271	0.002318
S_02441	aromatic	-0.071559	0.133267	0.005539	0.038082	0.002551	-0.026099	0.020676	0.044757	0.005768	-0.0308
S_02442	aromatic	-0.030943	0.156225	-0.014202	-0.018038	0.016732	0.006341	0.00123	0.007194	0.005355	-0.003501
S_02443	aromatic	-0.050513	0.106278	-0.007273	-0.003939	-0.01	0.003134	0.012629	0.019062	-0.004035	-0.000474
S_02444	aromatic	-0.086829	0.152942	-0.051956	-0.030021	-0.005374	0.00388	0.008437	-0.015962	-0.026105	0.00881
S_02445	aromatic	-0.033282	0.104763	-0.021025	-0.031432	-0.016208	0.002352	-0.021073	-0.018414	0.01111	0.004149
S_02446	aromatic	-0.036231	0.149188	0.011497	0.011388	0.021439	-0.028123	0.018706	-0.001431	-0.001948	-0.025302
S_02447	aromatic	-0.06461	0.158338	0.048827	-0.01916	-0.021241	0.009564	-0.020544	-0.022391	0.030213	-0.008251
S_02448	aromatic	-0.070775	0.177191	0.013353	-0.000575	0.022366	0.015019	0.018976	-0.002268	-0.022147	0.029536
S_02449	aromatic	-0.049986	0.100687	0.021466	0.016298	-0.010872	-0.008857	0.02039	-0.012257	0.032452	0.020219
S_02450	aromatic	-0.030696	0.231678	-0.007097	-0.028028	0.005034	-0.004323	-0.047712	-0.009226	-0.003173	-0.009306
S_02451	aromatic	-0.029854	0.227813	-0.021074	5.4e-05	-0.012918	0.000507	-0.004998	-0.011214	-0.027612	0.023132
S_02452	aromatic	-0.061888	0.126234	0.027709	0.026196	0.024436	0.012817	-0.015565	-0.002654	0.03779	0.008855
S_02453	aromatic	-0.066461	0.208226	0.021338	0.007877	0.00974	0.016085	-0.006845	0.023098	-0.007105	0.012383
S_02454	aromatic	-0.07495	0.087372	0.006252	-0.013214	-0.021712	-0.0153	0.000549	-0.010262	-0.016053	0.001841
S_02455	aromatic	-0.053469	0.112409	0.024913	0.03623	0.007175	-0.041579	0.028625	0.022447	0.024523	0.011491
S_02456	aromatic	-0.05008	0.1297	0.005439	-0.00507	-0.003881	-0.056347	0.014524	-0.004853	-0.02089	0.00085
S_02457	aromatic	-0.01125	0.23947	0.025895	-0.056032	-0.005488	-0.019655	0.030028	0.007174	-0.020589	0.015936
S_02458	aromatic	-0.049978	0.19027	0.014522	-0.028584	-0.016479	-0.005916	0.016519	0.011048	0.004419	-0.026828
S_02459	aromatic	0.014939	0.165435	-0.019862	0.003751	-0.009585	-0.015418	0.005934	-0.001606	-0.026343	-0.016062
S_02460	aromatic	-0.074057	0.233174	-0.019645	-0.010687	-0.030449	-0.032277	0.056911	0.011641	-0.030704	-0.025819
S_02461	aromatic	-0.059956	0.123033	-0.027697	-0.031838	-0.022891	0.042506	0.0186	-0.00937	-0.007412	-0.000383
S_02462	aromatic	-0.022413	0.252606	-0.04587	0.00861	-0.021817	0.006664	0.014982	0.01723	0.002468	0.016496
S_02463	aromatic	0.034182	0.167796	-0.009931	0.027245	-0.019759	-0.025921	0.008366	-0.003006	-0.030569	-0.027546
S_02464	aromatic	-0.033884	0.139597	0.00751	-0.019187	0.010896	-0.00669	0.001664	0.017239	0.007254	-0.005147
S_02465	aromatic	-0.099005	0.147432	-0.005822	0.014703	-0.015416	0.05122	0.011069	-0.011405	-0.014409	-0.025978
S_02466	aromatic	-0.031675	0.186799	0.012037	-0.031254	0.02708	0.001247	-0.017259	0.006931	0.006879	-0.005374
S_02467	aromatic	-0.069652	0.123588	-0.030728	-0.046695	-0.013853	0.008014	-0.019901	-0.017038	0.018647	0.014101
S_02468	aromatic	-0.031842	0.204684	-0.01147	-0.041096	-0.017196	0.003566	0.005222	-0.009383	0.032168	-0.051564
S_02469	aromatic	-0.06854	0.115039	-0.037266	-0.002009	-0.005987	0.005242	0.028384	-0.020131	0.013153	0.002267
S_02470	aromatic	-0.085725	0.195969	0.010999	0.023855	0.005346	-0.000334	0.014339	-0.003989	-0.014481	0.013221
S_02471	aromatic	-0.122637	0.119063	-0.010937	0.00571	0.00911	0.01606	0.002256	0.019549	-0.008021	-0.003693
S_02472	aromatic	0.014522	0.189254	0.002642	-0.012785	-0.016873	-0.034066	0.009348	-0.033712	-0.005549	0.015248
S_02473	aromatic	-0.062159	0.146745	0.021027	0.000291	0.014507	0.029694	-0.001646	0.012929	0.01032	-0.028134
S_02474	aromatic	-0.073731	0.1556	0.00102	0.013646	-0.032588	0.0343	-0.001528	-0.019537	0.01254	-0.00881
S_02475	aromatic	-0.009909	0.17109	0.013111	-0.03413	0.006811	0.01352	-0.018203	-0.007476	-0.007796	-0.007342
S_02476	aromatic	-0.051614	0.168597	-0.00217	0.018103	0.013062	-0.022779	-0.031055	0.044248	0.017026	-0.022657
S_02477	aromatic	0.013191	0.135951	0.027331	-0.001944	0.032695	-0.031038	0.022216	-0.033349	0.000167	0.021103
S_02478	aromatic	0.013499	0.119813	-0.015694	0.008379	-0.003967	0.00807	0.013173	-0.015545	0.021262	0.006148
S_02479	aromatic	-0.03353	0.119795	0.033875	0.000964	0.005436	-0.017411	0.015613	0.01802	-0.044877	0.012937
S_02480	aromatic	0.011913	0.156699	-0.015584	-0.012978	-0.036814	0.035769	-0.024112	0.011402	-0.01183	-0.00995
S_02481	aromatic	0.008658	0.167859	-0.037805	0.010323	-0.025369	-0.031657	0.014248	-0.01585	0.036697	0.012305
S_02482	aromatic	-0.105989	0.106698	0.044949	0.025004	0.005329	0.023765	0.014039	-0.047087	0.019863	-0.008992
S_02483	aromatic	-0.069749	0.197883	-0.013407	0.016521	-0.013333	0.025848	0.028608	0.014935	-0.003552	0.001884
S_02484	aromatic	-0.012875	0.186169	-0.006795	0.02482	-0.002116	-0.012449	-0.002899	0.013328	0.026831	-0.0059
S_02485	aromatic	-0.073037	0.131867	-0.003858	-0.000417	0.04518	-0.006748	-0.0197	0.039145	-0.021257	-0.02766
S_02486	aromatic	-0.09625	0.19325	0.003677	-0.01396	-0.003374	0.005091	0.015073	-0.029663	-0.001123	0.01247
S_02487	aromatic	-0.061156	0.156696	0.012154	-0.021643	0.008856	0.015598	-0.01594	0.005659	0.010327	0.002192
S_02488	aromatic	0.020577	0.187029	0.015775	-0.019248	0.051297	-0.053744	-0.011061	0.00539	-0.026896	0.02643
S_02489	aromatic	-0.112483	0.156247	-0.023276	-0.024533	0.000115	0.028855	-0.030244	-0.014927	-0.021373	0.014096
S_02490	aromatic	-0.013721	0.173561	-0.008239	0.016665	0.038012	0.004546	0.008063	0.001108	0.001907	-0.021429
S_02491	aromatic	-0.091843	0.138572	0.03131	0.018268	-0.00066	-0.00089	-0.012275	0.043319	0.007181	-0.008719
S_02492	aromatic	-0.00908	0.119618	-0.023597	0.006111	0.000357	-0.006315	0.003752	0.017418	0.029152	0.038414
S_02493	aromatic	-0.048424	0.136448	-0.005414	0.015326	-0.010661	-0.011192	-0.026952	-0.00147	-0.000559	-0.03185
S_02494	aromatic	-0.043042	0.207246	-0.005234	-0.010155	0.003721	0.021205	-0.020063	0.010756	0.023611	-0.036086
S_02495	aromatic	-0.072495	0.170216	0.015475	0.015288	-0.003517	0.018475	-0.020526	0.005058	-0.019037	-0.037481
S_02496	aromatic	-0.115002	0.218772	-0.016292	0.005924	0.026688	0.007057	0.037403	-0.023905	-0.028908	-0.022555
S_02497	aromatic	-0.052029	0.204721	0.002835	-0.01916	-0.002329	0.01628	0.001088	0.016355	-0.01804	-0.000276
S_02498	aromatic	-0.108747	0.124809	-0.020933	0.00737	-0.000881	0.037382	0.03296	0.005752	0.001244	0.019823
S_02499	aromatic	-0.084479	0.182087	0.040062	0.006351	0.039741	0.005663	-0.016474	0.008889	-0.007753	0.020277
S_02500	aromatic	-0.043103	0.176983	-0.009237	0.0206	0.009101	0.033429	0.024813	0.009715	0.006926	-0.027872
S_02501	aromatic	0.020527	0.182617	-0.002581	-0.035584	-0.01309	0.013491	-0.014883	-0.000584	-0.003937	0.015135
S_02502	aromatic	-0.044159	0.266745	0.009098	-0.027711	-0.01329	0.007019	0.04243	-0.012666	0.00698	-0.007925
S_02503	aromatic	-0.137502	0.217532	-0.030165	-0.032652	-0.001567	-0.002898	0.01499	-0.004053	0.077113	0.01416
S_02504	admixed	0.008814	-0.014514	-0.003317	-0.036587	-0.028818	-0.017022	-0.013505	0.01598	0.026925	0.014509
S_02505	admixed	-0.095202	-0.0517	-0.003422	-0.037719	0.008514	-0.000342	0.03349	0.024916	-0.033245	-0.000498
S_02506	admixed	-0.208744	0.099079	-0.006508	0.004617	-0.002803	-0.022375	-0.007875	0.00401	-0.018021	-0.022591
S_02507	admixed	-0.138304	0.01348	-0.004261	0.021843	-0.01749	-0.01013	-0.020358	-0.028356	-0.030951	0.027845
S_02508	admixed	0.007298	0.006523	-0.007459	0.007661	-0.045516	0.031303	-0.003153	-0.001896	-0.004708	-0.005831
S_02509	admixed	-0.019144	-0.130437	-0.00061	-0.001588	0.013209	0.028292	-0.043705	0.000994	0.010706	-0.013737
S_02510	admixed	0.092526	-0.106162	-0.014988	-0.014642	0.006407	-0.003809	0.007024	0.002519	0.017499	-0.017352
S_02511	admixed	-0.049948	0.0851	-0.014223	0.037621	0.006125	0.026025	0.01855	0.011819	-0.00107	-0.018187
S_02512	admixed	0.006018	0.109245	-0.00339	0.009913	0.010366	0.02524	-0.000733	0.003595	0.032492	-0.024494
S_02513	admixed	0.093233	0.164327	0.004727	-0.022408	0.002865	0.018588	0.038703	0.021943	-0.013903	-0.030515
S_02514	admixed	-0.060608	0.072491	0.01573	-0.017382	-0.004369	0.012776	0.043977	-0.008568	0.026576	0.013827
S_02515	admixed	0.106814	0.029166	-0.011081	0.011237	0.019577	-0.007093	-0.015276	0.033396	-0.028674	0.039854
S_02516	admixed	0.173116	-0.044923	-0.007998	0.009109	0.01855	0.017186	-0.019236	0.036129	0.00241	-0.006473
S_02517	admixed	-0.064223	-0.016257	0.026829	-0.023298	0.010873	0.005624	0.055659	-0.000714	-0.017553	0.031791
S_02518	admixed	0.157218	-0.206413	0.017072	0.014232	0.000621	-0.0125	-0.046436	-0.011314	0.011565	0.008085
S_02519	admixed	-0.234763	-0.027092	0.035349	0.022966	0.003143	-0.032319	0.050795	-0.002315	0.014185	0.006142
S_02520	admixed	-0.046928	0.075834	-0.016306	-0.054308	0.020631	0.039292	0.021866	0.016481	-0.015272	0.016268
S_02521	admixed	0.163838	-0.211369	0.021932	-0.031419	-0.000842	-0.00922	0.01602	0.006732	-0.012905	0.002279
S_02522	admixed	0.04844	0.047344	-0.001412	-0.008474	6.1e-05	0.017977	-0.011993	-0.014706	0.02874	-0.040097
S_02523	admixed	-0.000287	0.049804	0.015979	0.006198	0.021524	0.00139	0.026868	0.016569	0.021744	-0.017152
S_02524	admixed	0.091018	-0.04306	-0.012826	-0.011152	0.001987	-0.017444	-0.031875	0.021146	-0.030292	0.013756
S_02525	admixed	-0.090805	0.307166	-0.011549	0.033003	-0.000642	-0.012729	-0.009285	-0.005976	0.036606	-0.014824
S_02526	admixed	-0.063598	-0.029452	0.016106	0.005807	0.024146	0.013679	-0.000951	-0.009276	-0.008222	0.004564
S_02527	admixed	-0.021834	-0.069562	-0.019405	-0.023673	0.005804	0.003854	0.000904	-0.038292	-0.007217	-0.023364
S_02528	admixed	0.112804	0.134663	0.021866	0.024489	-0.009114	0.006236	0.020472	-0.040666	0.004833	0.006826
S_02529	admixed	0.047292	-0.064242	-0.007911	-0.009326	0.007629	-0.037235	-0.017817	-0.008177	0.01492	0.019489
S_02530	admixed	-0.068491	-0.063269	0.009634	-0.029885	-8e-05	-0.00299	-0.009944	-0.004581	0.008696	-0.026964
S_02531	admixed	0.144477	-0.031379	-0.033752	0.001639	-0.02093	-0.006985	-0.00338	-0.011228	0.049848	0.009673
S_02532	admixed	-0.106755	-0.165774	-0.00198	0.018111	-0.010494	0.000439	0.008648	-0.023993	0.01038	-0.004164
S_02533	admixed	-0.037675	0.09269	0.012392	0.029273	0.028886	0.008332	-0.045457	-0.003353	-0.019577	-0.024442
S_02534	admixed	0.098059	0.1385	-0.003567	-0.00036	-0.012025	0.011278	0.034831	0.006345	0.007663	-0.013583
S_02535	admixed	-0.071255	0.070791	-0.007097	0.021641	-0.034455	0.010919	-0.009647	-0.025575	-0.017231	0.026755
S_02536	admixed	0.214745	0.053887	-0.035488	-0.040032	-0.015453	-0.009064	-0.023774	0.019134	0.002517	0.008511
S_02537	admixed	-0.097042	0.11545	-0.022069	0.028667	0.004707	0.025151	-0.044872	-0.008806	-0.038559	0.014488
S_02538	admixed	-0.07815	0.152109	0.023401	-0.014579	0.003762	-0.006886	-0.038816	0.032378	-0.009065	0.005232
S_02539	admixed	0.187206	-0.061862	0.008504	0.001239	0.026342	0.01856	0.006819	0.018405	0.020246	-0.010784
S_02540	admixed	-0.115048	-0.055647	-0.039111	0.013469	0.000637	-0.027641	0.000815	0.003576	-0.01614	0.029681
S_02541	admixed	-0.012697	-0.174265	-0.035439	-0.004716	0.003105	-0.032209	-0.045616	-0.0181	-0.015551	-0.007263
S_02542	admixed	-0.131683	-0.066075	-0.002197	0.036319	-0.005952	-0.049824	0.00225	0.021436	-0.024732	-0.009935
S_02543	admixed	0.200457	-0.147039	-0.011697	0.007543	0.024188	0.008931	-0.001385	-0.010291	-0.002901	-0.023144
S_02544	admixed	0.039687	-0.048817	-0.024078	-0.001596	0.0097	-0.022534	0.004809	-0.037642	-0.015011	0.026616
S_02545	admixed	0.138195	0.195982	-0.019875	0.021826	-0.015436	-0.025163	0.008194	-0.008441	0.026417	-0.017655
S_02546	admixed	0.151203	-0.075714	0.010772	0.009001	0.000391	0.013715	-0.022028	0.00924	-0.013637	0.020662
S_02547	admixed	-0.059894	0.254975	-0.038481	0.020404	-0.01516	-0.018125	-0.015491	-0.012949	-0.011352	0.022648
S_02548	admixed	-0.067528	0.034235	-0.003405	0.017418	-0.016097	-0.008182	0.01652	0.008994	0.014371	0.044868
S_02549	admixed	-0.028917	0.107685	0.004154	-0.017402	-0.031372	-0.032786	-0.007154	-0.022028	-0.021505	-0.005156
S_02550	admixed	-0.031753	0.285002	0.026144	0.011191	0.019413	-0.003611	0.034904	-0.029878	-0.015922	0.007671
S_02551	admixed	0.134462	0.139435	0.02046	0.018691	-0.015407	0.000676	0.004479	0.027197	-0.010782	0.013794
S_02552	admixed	0.031315	-0.150919	-0.038394	0.016377	-0.016491	-0.013884	-0.01198	-0.008573	-0.007574	-0.043599
S_02553	admixed	0.252456	0.101829	-0.014043	0.019085	0.015367	0.034722	-0.010359	0.007932	0.032781	0.0079
S_02554	admixed	-0.04172	0.125798	-0.007888	-0.00945	-0.001997	0.010197	-0.004798	0.02451	-0.000525	-0.017063
S_02555	admixed	-0.019944	-0.028362	-0.01868	0.017198	-0.022068	-0.010002	-0.00074	0.029165	0.00792	0.002536
S_02556	admixed	-0.068299	-0.065673	0.002495	0.000535	0.012514	0.042067	-0.007298	-0.002552	0.024649	-0.032054
S_02557	admixed	-0.057897	0.052371	0.006763	-0.023519	-0.026851	0.019445	0.014609	0.011233	-0.001462	0.020719
S_02558	admixed	0.087607	0.031517	0.011311	0.016474	-0.016086	-0.014192	0.028558	-0.036441	0.009186	-0.018115
S_02559	admixed	-0.024279	-0.088898	0.017177	0.005353	0.012373	0.04383	0.010126	-0.013475	-0.008525	-0.004235
S_02560	admixed	-0.045928	-0.12469	0.007997	-0.016718	-0.026378	0.0096	-0.014774	-0.032886	-0.003886	0.004439
S_02561	admixed	0.218992	-0.000677	0.050259	-0.016592	-0.006658	-0.03837	-0.017329	-0.023542	-0.037197	-0.013944
S_02562	admixed	-0.039495	-0.074871	0.01782	-0.017875	0.009954	0.006259	0.006394	0.014135	0.018004	-0.006817
S_02563	admixed	-0.108193	0.040958	-0.004815	0.019478	-0.025853	0.009159	0.018629	-0.032805	0.003997	-0.007255
S_02564	admixed	0.037444	-0.103803	-0.008321	-0.003885	-0.022062	-0.000676	-0.005317	0.00534	-0.027405	-0.013444
S_02565	admixed	-0.04247	0.195539	-0.009542	-0.007308	0.00251	0.008847	0.024177	-0.01376	0.014785	0.030346
S_02566	admixed	0.019645	-0.098073	-0.018211	-0.023203	-0.021289	0.003253	-0.017894	0.007827	-0.018006	0.038745
S_02567	admixed	-0.083357	0.03519	-0.009004	0.026036	-0.018671	-0.025243	-0.011006	-0.013076	0.021162	-0.002136
S_02568	admixed	-0.104057	0.045572	-0.01061	0.017614	-0.045202	-0.019116	-0.005675	-0.037225	-0.0027	0.027407
S_02569	admixed	0.105653	-0.046229	0.02906	-0.010132	-0.00293	0.009324	0.006593	0.026022	-0.062686	0.013343
S_02570	admixed	-0.013144	-0.017907	0.027303	-0.008919	-0.038472	0.009276	0.002858	-0.027469	-0.002376	0.029411
S_02571	admixed	0.074166	-0.111079	-0.007895	-0.021601	0.022253	0.042317	-0.023099	0.004663	-0.007622	0.005444
